Tile51,  -55.560,  124.801,
Tile52,  177.467,  -43.377,
Tile53,  -21.710,   77.005,
Tile54,   91.809,  -80.565,
Tile55,  153.700, -259.929,
Tile56,  -67.582,  -22.361,
Tile57, -118.037,  -39.873,
Tile58,  -87.516,  125.197,
Tile71, -195.980,  189.795,
Tile72, -198.194,   95.150,
Tile73, -284.457, -196.181,
Tile74, -388.152,  -44.022,
Tile75, -452.686,  -15.933,
Tile76, -468.817,  185.187,
Tile77, -364.524,  183.098,
Tile78, -369.608,  266.484,
Tile101, -518.046,  632.503,
Tile102, -489.943,  604.568,
Tile103, -575.557,  415.008,
Tile104, -585.675, -101.530,
Tile105, -653.467,  142.255,
Tile106, -685.027,  212.168,
Tile107,-1079.600,   87.018,
Tile108,-1026.070,  574.527,
Tile111, -333.758, 1660.730,
Tile112, -227.151,  898.129,
Tile113, -173.717,  781.638,
Tile114, -256.952,  892.005,
Tile115, -195.018,  762.893,
Tile116, -249.647,  731.709,
Tile117, -300.696,  704.326,
Tile118, -889.471, 1088.140,
Tile121,  716.393, 1405.260,
Tile122,  288.066,  618.265,
Tile123,  238.310,  768.413,
Tile124,  227.878,  819.724,
Tile125,   61.443,  815.255,
Tile126,  -58.874,  810.530,
Tile127,   35.224,  950.242,
Tile128,    1.015, 1412.360,
Tile131,  839.943,  990.227,
Tile132, 1177.290,  858.632,
Tile133, 1313.610,  553.372,
Tile134,  556.122,  244.485,
Tile135,  571.541,  359.210,
Tile136,  488.857,  424.980,
Tile137,  528.598,  539.194,
Tile138,  381.069,  652.864,
Tile141, 1100.940,  151.760,
Tile142, 1201.130, -443.250,
Tile143,  498.629, -264.594,
Tile144,  301.193,  -48.952,
Tile145,  370.648,  -38.415,
Tile146,  544.324,  -91.152,
Tile147,  506.793,   -3.216,
Tile148,  523.727,   75.494,
Tile151,  653.774,-1037.750,
Tile152,  442.990, -835.306,
Tile153,  -58.801, -505.332,
Tile154,   37.065, -405.050,
Tile155,  232.842, -357.891,
Tile156,  257.984, -366.453,
Tile157,  325.688, -318.508,
Tile158,  326.101, -306.307,
Tile161, -412.457, -409.060,
Tile162, -141.898, -420.261,
Tile163, -480.270, -817.324,
Tile164, -575.533, -863.782,
Tile165, -674.021, -638.871,
Tile166, -631.403, -245.107,
Tile167, -633.237, -169.362,
Tile168, -568.540, -257.660,
LBN1, -809.939, 2564.339, 374.2
LBN2, -328.527, 2834.521, 378
LBN3, 208.191, 2670.465, 382.2
LBN5, 499.615, 2357.472, 381.5
LBN4, 672.529, 2797.725, 382.6
LBN6, 331.514, 1959.626, 379.2
LBN7, -51.466, 2189.216, 378.3
LBN8, -432.895, 2050.637, 375.8
LBNNE1, 379.461, 1543.314, 378.6
LBNNE2, 876.133, 2182.222, 382.9
LBNNE3, 1361.975, 2461.997, 386.6
LBNNE4, 1677.338, 2159.947, 386.8
LBNNE5, 1636.912, 1498.351, 382
LBNNE6, 1225.218, 1378.659, 382
LBNNE7, 892.874, 1691.158, 382.3
LBNNE8, 1360.014, 1857.328, 383.7
LBNE1, 2054.309, 1772.599, 383.7
LBNE2, 2410.908, 2213.579, 386.1
LBNE3, 2857.354, 1959.412, 384
LBNE4, 3104.745, 1641.829, 380.6
LBNE5, 2878.437, 1445.625, 381.2
LBNE6, 794.283, -806.813, 373.8
LBNE7, 2344.687, 1364.665, 381
LBNE8, 2447.229, 1789.493, 382.2
LBE1, 1642.144, 851.345, 377.4
LBE2, 1922.541, 1265.609, 381
LBE3, 2327.601, 1024.855, 378.3
LBE4, 3030.807, 1098.174, 377.2
LBE5, 2702.839, 934.846, 378.5
LBE6, 2669.916, 583.172, 376.7
LBE7, 2240.68, 412.002, 375.5
LBE8, 1992.912, 622.237, 379
LBESE1, 1471.116, 172.88, 373.4
LBESE2, 168.154, -1018.993, 375.9
LBESE3, 2408.461, 26.796, 374.7
LBESE4, 1880.685, -104.301, 373.4
LBESE5, 2288.179, -255.021, 373.1
LBESE6, 1674.754, -467.633, 371
LBESE7, 1987.808, -927.048, 370.1
LBESE8, 1563.413, -929.254, 372.2
LBSE1, 1197.782, -683.8, 373.2
LBSE2, 1648.22, -1367.269, 371.2
LBSE3, 1111.146, -1147.785, 374.5
LBSE4, 1329.019, -1854.264, 370.9
LBSE5, 819.266, -1398.744, 373.7
LBSE6, 517.908, -1485.105, 373.8
LBSE7, 942.322, -1979.322, 370.4
LBSE8, 324.108, -2070.866, 369.2
LBSW1, -886.39, -775.261, 379.8
LBSW2, -1098.761, -688.374, 380.9
LBSW3, -1170.775, -564.933, 380.1
LBSW4, -1358.069, -452.499, 380.8
LBSW5, -1475.942, -188.976, 382
LBSW6, -1596.084, -68.112, 381.1
LBSW7, -1762.132, 58.073, 378.9
LBSW8, -1932.083, 183.668, 378
